10000	49
9990	51
9980	64
9970	43
9960	73
9950	58
9940	31
9930	97
9920	43
9910	73
9900	65
9890	37
9880	37
9870	64
9860	41
9850	41
9840	25
9830	43
9820	51
9810	56
9800	59
9790	65
9780	35
9770	50
9760	77
9750	47
9740	53
9730	43
9720	45
9710	41
9700	55
9690	85
9680	29
9670	83
9660	64
9650	60
9640	68
9630	41
9620	29
9610	33
9600	47
9590	41
9580	76
9570	65
9560	96
9550	37
9540	50
9530	35
9520	43
9510	41
9500	68
9490	37
9480	47
9470	39
9460	84
9450	29
9440	53
9430	61
9420	33
9410	31
9400	47
9390	72
9380	45
9370	73
9360	44
9350	33
9340	39
9330	61
9320	82
9310	37
9300	53
9290	37
9280	45
9270	64
9260	41
9250	37
9240	37
9230	35
9220	41
9210	31
9200	41
9190	35
9180	41
9170	45
9160	35
9150	35
9140	82
9130	41
9120	47
9110	37
9100	45
9090	63
9080	69
9070	92
9060	43
9050	41
9040	45
9030	35
9020	47
9010	27
9000	95
8990	43
8980	73
8970	51
8960	39
8950	50
8940	48
8930	68
8920	79
8910	47
8900	29
8890	59
8880	39
8870	86
8860	35
8850	37
8840	86
8830	51
8820	37
8810	45
8800	53
8790	35
8780	86
8770	31
8760	73
8750	39
8740	35
8730	43
8720	45
8710	60
8700	39
8690	55
8680	60
8670	31
8660	76
8650	41
8640	73
8630	33
8620	39
8610	25
8600	41
8590	90
8580	39
8570	45
8560	37
8550	74
8540	61
8530	47
8520	61
8510	43
8500	49
8490	37
8480	27
8470	29
8460	41
8450	33
8440	88
8430	43
8420	79
8410	35
8400	63
8390	61
8380	39
8370	43
8360	49
8350	39
8340	45
8330	65
8320	35
8310	49
8300	69
8290	41
8280	45
8270	45
8260	64
8250	41
8240	44
8230	29
8220	25
8210	29
8200	35
8190	51
8180	51
8170	41
8160	41
8150	31
8140	75
8130	59
8120	71
8110	50
8100	39
8090	39
8080	43
8070	51
8060	67
8050	29
8040	39
8030	47
8020	58
8010	43
8000	33
7990	79
7980	90
7970	57
7960	60
7950	29
7940	53
7930	41
7920	39
7910	45
7900	41
7890	66
7880	50
7870	63
7860	33
7850	37
7840	66
7830	33
7820	57
7810	35
7800	39
7790	49
7780	72
7770	60
7760	38
7750	37
7740	51
7730	53
7720	29
7710	41
7700	72
7690	69
7680	63
7670	37
7660	37
7650	66
7640	61
7630	45
7620	60
7610	66
7600	78
7590	37
7580	63
7570	41
7560	45
7550	54
7540	90
7530	31
7520	60
7510	84
7500	65
7490	75
7480	43
7470	70
7460	35
7450	43
7440	33
7430	31
7420	51
7410	63
7400	45
7390	39
7380	78
7370	68
7360	37
7350	21
7340	35
7330	67
7320	45
7310	49
7300	78
7290	53
7280	31
7270	88
7260	39
7250	43
7240	35
7230	43
7220	49
7210	29
7200	43
7190	66
7180	33
7170	66
7160	73
7150	103
7140	55
7130	29
7120	41
7110	35
7100	69
7090	31
7080	43
7070	35
7060	43
7050	33
7040	31
7030	66
7020	31
7010	87
7000	57
6990	53
6980	35
6970	41
6960	38
6950	35
6940	57
6930	39
6920	37
6910	59
6900	45
6890	33
6880	57
6870	39
6860	37
6850	63
6840	76
6830	29
6820	29
6810	45
6800	37
6790	55
6780	55
6770	39
6760	39
6750	60
6740	63
6730	35
6720	25
6710	25
6700	33
6690	66
6680	27
6670	66
6660	41
6650	45
6640	51
6630	31
6620	35
6610	35
6600	57
6590	64
6580	53
6570	54
6560	72
6550	49
6540	70
6530	43
6520	43
6510	35
6500	35
6490	41
6480	35
6470	84
6460	41
6450	35
6440	90
6430	63
6420	35
6410	35
6400	47
6390	73
6380	47
6370	82
6360	48
6350	29
6340	33
6330	66
6320	35
6310	84
6300	39
6290	41
6280	35
6270	31
6260	69
6250	45
6240	55
6230	61
6220	65
6210	43
6200	69
6190	35
6180	69
6170	53
6160	29
6150	47
6140	63
6130	64
6120	21
6110	37
6100	29
6090	39
6080	35
6070	31
6060	33
6050	53
6040	31
6030	55
6020	39
6010	35
6000	43
5990	41
5980	58
5970	27
5960	35
5950	31
5940	63
5930	69
5920	37
5910	93
5900	44
5890	39
5880	33
5870	31
5860	59
5850	69
5840	73
5830	43
5820	43
5810	53
5800	75
5790	23
5780	62
5770	41
5760	35
5750	43
5740	33
5730	37
5720	45
5710	33
5700	64
5690	31
5680	60
5670	37
5660	47
5650	41
5640	37
5630	41
5620	37
5610	31
5600	57
5590	63
5580	63
5570	47
5560	37
5550	43
5540	73
5530	39
5520	45
5510	39
5500	87
5490	63
5480	25
5470	33
5460	41
5450	41
5440	49
5430	70
5420	31
5410	69
5400	63
5390	61
5380	37
5370	45
5360	65
5350	69
5340	55
5330	45
5320	31
5310	35
5300	27
5290	41
5280	37
5270	65
5260	55
5250	47
5240	61
5230	51
5220	47
5210	57
5200	35
5190	41
5180	37
5170	37
5160	25
5150	49
5140	39
5130	77
5120	46
5110	72
5100	31
5090	25
5080	53
5070	37
5060	73
5050	35
5040	75
5030	57
5020	63
5010	35
5000	67
4990	59
4980	53
4970	25
4960	73
4950	68
4940	39
4930	66
4920	31
4910	72
4900	41
4890	39
4880	58
4870	85
4860	64
4850	68
4840	43
4830	27
4820	33
4810	45
4800	65
4790	81
4780	25
4770	47
4760	31
4750	31
4740	49
4730	43
4720	49
4710	31
4700	21
4690	70
4680	55
4670	41
4660	37
4650	47
4640	29
4630	72
4620	90
4610	45
4600	33
4590	50
4580	51
4570	55
4560	44
4550	47
4540	65
4530	31
4520	35
4510	29
4500	27
4490	72
4480	37
4470	35
4460	39
4450	45
4440	35
4430	19
4420	65
4410	51
4400	51
4390	29
4380	45
4370	63
4360	33
4350	47
4340	37
4330	54
4320	37
4310	43
4300	37
4290	63
4280	43
4270	41
4260	43
4250	39
4240	49
